time,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,bollUpper,bollMiddle,bollLower,slowK,slowD,slowJ
20220407,1050.43,1059.36,1036.07,1036.07,-22.42,-2.12,719.94,304.83,50.0,42.28,1181.21,1115.33,1049.45,12.07,22.99,-9.76
20220408,1032.84,1039.1,1017.18,1027.24,-8.83,-0.85,718.52,313.45,50.0,41.95,1186.01,1110.21,1034.41,10.76,18.91,-5.55
20220411,1022.91,1022.91,985.59,988.76,-38.48,-3.75,737.66,308.49,50.0,40.23,1191.72,1101.98,1012.24,8.0,15.28,-6.54
20220412,987.45,994.83,970.05,994.44,5.68,0.57,664.35,300.18,50.0,40.53,1190.52,1093.64,996.76,11.04,13.86,5.39
20220413,989.66,989.66,964.83,964.83,-29.61,-2.98,572.85,261.46,50.0,39.34,1196.16,1085.57,974.98,7.36,11.7,-1.31
20220414,972.24,982.7,961.54,975.57,10.74,1.11,662.4,331.56,50.0,39.97,1200.09,1079.68,959.26,8.07,10.49,3.23
20220415,968.91,980.15,955.77,973.36,-2.21,-0.23,672.48,307.06,50.0,39.78,1198.99,1072.07,945.15,9.57,10.18,8.36
20220418,969.06,1005.89,964.49,1004.61,31.24,3.21,708.76,306.02,50.0,41.03,1190.98,1065.16,939.35,18.72,13.03,30.1
20220419,1002.98,1010.58,987.77,989.93,-14.67,-1.46,615.88,281.89,50.0,40.41,1181.83,1057.44,933.06,23.47,16.51,37.39
20220420,988.75,992.47,973.05,973.51,-16.42,-1.66,607.86,279.82,50.0,39.94,1169.99,1048.5,927.02,22.74,18.59,31.06
20220421,968.48,989.25,954.84,957.72,-15.79,-1.62,686.55,292.89,50.0,39.22,1160.6,1039.67,918.75,16.57,17.92,13.89
20220422,953.64,959.73,940.26,942.07,-15.65,-1.63,636.0,295.02,50.0,38.77,1147.64,1029.57,911.51,11.91,15.91,3.89
20220425,924.96,924.96,884.3,884.3,-57.76,-6.13,913.6,335.8,50.0,36.54,1140.87,1017.06,893.25,7.94,13.25,-2.7
20220426,884.18,901.76,865.65,868.07,-16.24,-1.84,805.95,316.35,50.0,36.05,1137.73,1005.12,872.51,5.85,10.79,-4.03
20220427,857.38,910.07,853.21,906.43,38.37,4.42,928.71,361.78,50.0,37.78,1129.05,995.9,862.76,15.17,12.25,21.02
20220428,899.66,908.45,885.25,903.06,-3.37,-0.37,879.33,358.7,50.0,37.32,1120.21,987.06,853.92,20.67,15.06,31.91
20220429,910.14,949.06,902.58,947.15,44.09,4.88,973.89,401.15,50.0,39.08,1099.72,978.79,857.86,33.68,21.26,58.51
20220505,944.55,967.25,944.06,956.13,8.98,0.95,859.04,376.35,50.0,33.59,1081.7,972.05,862.39,47.09,29.87,81.52
20220506,933.01,960.04,929.82,942.23,-13.9,-1.45,718.35,308.29,50.0,33.05,1060.83,964.7,868.56,53.2,37.65,84.31
20220509,938.39,953.6,937.43,946.72,4.5,0.48,676.53,281.42,50.0,32.98,1045.26,959.11,872.96,62.8,46.03,96.34
20220510,935.06,983.68,931.58,972.14,25.42,2.68,837.45,367.52,50.0,33.95,1034.85,955.91,876.98,72.25,54.77,107.21
20220511,974.54,1026.49,972.86,1002.46,30.31,3.12,1064.81,459.57,50.0,34.87,1029.78,954.67,879.57,76.88,62.14,106.35
20220512,999.54,1021.96,996.47,1013.06,10.61,1.06,813.19,357.74,50.0,35.04,1033.89,955.89,877.89,82.0,68.76,108.48
20220513,1020.39,1021.37,1002.27,1010.8,-2.26,-0.22,662.23,300.45,50.0,34.89,1036.63,956.71,876.79,84.3,73.94,105.01
20220516,1016.94,1025.6,995.25,996.51,-14.3,-1.41,761.28,318.6,50.0,34.46,1040.03,958.29,876.56,81.47,76.45,91.5
20220517,995.97,1013.95,993.38,1010.37,13.86,1.39,734.26,334.54,50.0,35.22,1044.6,960.03,875.47,82.09,78.33,89.6
20220518,1011.53,1023.93,1007.57,1014.0,3.63,0.36,672.01,302.57,50.0,35.48,1049.71,962.06,874.42,83.75,80.14,90.98
20220519,1002.66,1036.67,999.4,1036.34,22.34,2.2,790.28,354.15,50.0,36.3,1055.37,963.65,871.93,89.06,83.11,100.96
20220520,1045.69,1049.04,1028.95,1045.38,9.04,0.87,806.07,383.4,50.0,36.85,1064.3,966.42,868.55,91.67,85.96,103.08
20220523,1044.18,1050.06,1033.79,1046.15,0.77,0.07,755.25,357.44,50.0,37.02,1073.92,970.05,866.19,92.76,88.23,101.82
20220524,1045.01,1045.03,996.65,996.65,-49.5,-4.73,914.65,406.35,50.0,35.54,1076.33,972.0,867.67,63.76,80.07,31.14
20220525,996.75,1008.58,991.97,1006.52,9.88,0.99,640.8,286.55,50.0,35.87,1079.64,975.22,870.81,50.86,70.33,11.9
20220526,1006.1,1014.85,986.42,1004.26,-2.27,-0.23,679.3,300.87,50.0,35.42,1077.52,981.22,884.92,43.25,61.31,7.13
20220527,1008.06,1015.46,988.21,993.7,-10.56,-1.05,683.58,295.58,50.0,35.09,1068.66,987.5,906.35,32.65,51.75,-5.57
20220530,995.96,1007.12,984.28,1001.54,7.84,0.79,711.06,317.16,50.0,35.54,1064.51,992.26,920.01,30.51,44.67,2.19
20220531,1004.08,1035.32,991.75,1035.32,33.78,3.37,1229.6,446.53,50.0,36.82,1060.72,998.87,937.03,46.2,45.18,48.25
20220601,1029.09,1038.7,1024.76,1031.58,-3.73,-0.36,1325.75,484.9,50.0,36.11,1061.68,1003.09,944.5,54.77,48.38,67.56
20220602,1028.69,1081.92,1023.99,1079.85,48.27,4.68,1916.11,655.27,50.0,37.67,1072.66,1009.28,945.9,69.14,55.3,96.82
20220606,1084.66,1130.76,1081.45,1121.54,41.68,3.86,2294.04,861.53,50.0,39.17,1091.16,1018.24,945.33,77.33,62.64,106.7
20220607,1124.16,1124.52,1104.43,1111.4,-10.14,-0.9,1652.78,639.81,50.0,38.78,1102.36,1026.48,950.6,80.48,68.59,104.26
20220608,1108.59,1126.46,1091.68,1111.67,0.28,0.03,1505.66,668.38,50.0,38.77,1113.61,1033.45,953.3,82.64,73.27,101.38
20220609,1108.93,1109.73,1073.66,1081.17,-30.5,-2.74,1137.76,492.77,50.0,37.77,1118.79,1037.39,955.99,77.14,74.56,82.3
20220610,1074.07,1103.15,1072.18,1102.85,21.68,2.0,1292.36,598.07,50.0,38.32,1127.22,1041.88,956.54,78.41,75.85,83.54
20220613,1088.76,1094.79,1080.39,1088.38,-14.47,-1.31,1124.27,508.26,50.0,40.39,1132.14,1045.76,959.37,75.45,75.71,74.91
20220614,1073.75,1076.82,1039.0,1070.54,-17.84,-1.64,1127.41,501.75,50.0,39.69,1133.4,1049.46,965.52,64.83,72.08,50.32
20220615,1069.94,1085.88,1061.46,1062.71,-7.82,-0.73,1120.45,473.46,50.0,39.27,1134.22,1052.08,969.93,55.31,66.49,32.94
20220616,1065.69,1094.7,1065.44,1078.95,16.23,1.53,1012.98,452.97,50.0,39.97,1136.32,1055.32,974.33,51.38,61.46,31.24
20220617,1070.62,1094.27,1066.17,1092.09,13.14,1.22,1061.73,500.0,50.0,40.4,1140.13,1058.11,976.09,54.49,59.13,45.2
20220620,1099.46,1109.74,1086.75,1095.33,3.24,0.3,1097.06,537.14,50.0,40.47,1143.96,1060.61,977.26,57.8,58.69,56.01
20220621,1094.33,1098.9,1073.5,1083.02,-12.31,-1.12,1054.5,489.08,50.0,39.9,1146.07,1062.45,978.84,59.27,58.88,60.05
20220622,1084.71,1090.02,1063.59,1063.69,-19.33,-1.78,1078.61,505.09,50.0,39.34,1143.79,1065.81,987.83,51.15,56.31,40.84
20220623,1064.73,1083.1,1054.91,1081.84,18.15,1.71,1101.65,517.84,50.0,40.03,1142.87,1069.57,996.27,54.29,55.63,51.59
20220624,1084.61,1107.33,1084.61,1101.48,19.63,1.81,1257.4,609.2,50.0,40.61,1142.47,1074.43,1006.4,65.63,58.97,78.96
20220627,1113.22,1121.45,1101.32,1103.4,1.92,0.17,1183.74,583.68,50.0,40.56,1137.99,1079.92,1021.84,68.05,61.99,80.15
20220628,1105.11,1119.18,1084.59,1117.28,13.88,1.26,1249.34,590.66,50.0,41.14,1133.55,1085.7,1037.86,76.61,66.86,96.1
20220629,1112.59,1121.24,1089.25,1090.68,-26.6,-2.38,1343.5,640.07,50.0,40.18,1130.38,1088.47,1046.57,68.99,67.57,71.83
20220630,1092.46,1116.95,1090.5,1105.67,14.98,1.37,1169.9,569.82,50.0,40.92,1125.53,1092.18,1058.82,71.42,68.86,76.55
20220701,1105.97,1107.86,1086.25,1089.03,-16.64,-1.5,1127.25,516.32,50.0,40.34,1125.55,1092.64,1059.72,64.71,67.47,59.18
20220704,1087.34,1098.64,1073.04,1095.09,6.06,0.56,1215.85,604.52,50.0,40.71,1121.49,1091.31,1061.14,63.27,66.07,57.66
20220705,1100.18,1106.99,1077.35,1090.93,-4.16,-0.38,1086.47,534.65,50.0,40.61,1119.03,1090.29,1061.55,60.22,64.12,52.42
20220706,1092.7,1116.14,1091.41,1101.75,10.82,0.99,1109.89,558.14,50.0,40.82,1117.35,1089.79,1062.23,59.92,62.72,54.31
20220707,1103.78,1113.73,1087.59,1111.67,9.92,0.9,1072.29,557.97,50.0,41.16,1120.15,1091.32,1062.49,66.54,63.99,71.64
20220708,1117.18,1120.87,1100.55,1104.02,-7.65,-0.69,1021.72,521.37,50.0,40.43,1120.3,1091.38,1062.45,65.79,64.59,68.18
20220711,1098.67,1098.67,1070.66,1081.16,-22.86,-2.07,989.26,500.81,50.0,39.66,1120.26,1091.02,1061.77,50.78,59.99,32.36
20220712,1081.9,1084.94,1049.21,1049.24,-31.92,-2.95,991.69,509.31,50.0,38.49,1123.36,1089.95,1056.54,33.87,51.28,-0.96
20220713,1051.78,1061.41,1041.65,1052.79,3.55,0.34,899.54,463.15,50.0,38.62,1124.71,1089.46,1054.2,27.26,43.27,-4.76
20220714,1052.43,1086.33,1049.65,1076.81,24.02,2.28,1038.65,515.29,50.0,39.53,1124.74,1089.35,1053.96,32.97,39.84,19.23
20220715,1072.99,1093.82,1071.97,1072.26,-4.54,-0.42,1000.24,498.84,50.0,39.27,1124.49,1088.36,1052.22,34.86,38.18,28.22
20220718,1075.71,1078.3,1053.35,1069.33,-2.93,-0.27,1070.26,528.66,50.0,39.2,1123.96,1087.06,1050.16,34.89,37.08,30.5
20220719,1068.69,1073.06,1052.95,1061.85,-7.48,-0.7,1076.96,499.33,50.0,38.82,1124.48,1086.0,1047.52,31.76,35.31,24.66
20220720,1066.2,1082.62,1066.2,1079.53,17.67,1.66,1086.98,479.76,50.0,39.42,1124.04,1086.79,1049.54,37.11,35.91,39.51
20220721,1080.65,1109.54,1075.67,1091.41,11.88,1.1,1194.11,578.99,50.0,39.8,1124.49,1087.27,1050.04,49.17,40.33,66.86
20220722,1099.62,1101.37,1076.35,1084.97,-6.43,-0.59,1134.55,529.63,50.0,39.6,1123.1,1086.44,1049.79,54.05,44.9,72.35
20220725,1082.62,1095.69,1070.81,1073.76,-11.21,-1.03,1054.5,506.34,50.0,38.97,1121.15,1084.96,1048.77,51.8,47.2,60.99
20220726,1072.54,1087.86,1066.13,1084.66,10.9,1.01,993.53,466.07,50.0,39.44,1116.35,1083.33,1050.32,54.02,49.47,63.11
20220727,1083.67,1098.37,1083.32,1095.7,11.04,1.02,1078.19,521.58,50.0,39.63,1116.89,1083.58,1050.27,61.19,53.38,76.82
20220728,1102.44,1116.16,1094.66,1108.79,13.09,1.19,1296.55,616.02,50.0,40.16,1117.49,1083.74,1049.99,70.24,59.0,92.72
20220729,1113.08,1113.32,1086.71,1088.91,-19.88,-1.79,1199.93,582.75,50.0,39.53,1117.48,1083.73,1049.99,65.79,61.26,74.85
20220801,1081.62,1100.96,1068.19,1100.18,11.27,1.03,1177.4,576.2,50.0,39.92,1118.14,1083.99,1049.83,66.55,63.03,73.59
20220802,1084.98,1107.24,1074.97,1094.91,-5.27,-0.48,1471.06,671.57,50.0,39.71,1118.55,1084.18,1049.82,63.54,63.2,64.23
20220803,1099.44,1127.0,1090.61,1100.35,5.43,0.5,1608.64,777.73,50.0,39.69,1118.34,1084.11,1049.89,61.1,62.5,58.3
20220804,1106.15,1119.5,1099.1,1110.92,10.57,0.96,1289.34,605.76,50.0,39.97,1118.18,1084.08,1049.97,65.26,63.42,68.94
20220805,1115.02,1158.51,1112.92,1157.33,46.42,4.18,1817.1,854.12,50.0,41.54,1132.88,1086.74,1040.61,76.41,67.75,93.74
20220808,1161.04,1161.04,1144.32,1152.58,-4.76,-0.41,1611.87,798.67,50.0,41.44,1144.52,1090.31,1036.11,81.24,72.25,99.22
20220809,1152.91,1163.7,1141.34,1162.32,9.74,0.85,1450.88,701.49,50.0,41.97,1155.21,1095.97,1036.72,87.01,77.17,106.7
20220810,1154.17,1170.52,1152.97,1156.16,-6.16,-0.53,1427.28,709.54,50.0,41.83,1162.41,1101.14,1039.86,86.66,80.33,99.32
20220811,1163.54,1176.06,1150.98,1173.14,16.99,1.47,1437.47,704.81,50.0,42.49,1173.63,1105.95,1038.27,90.21,83.62,103.37
20220812,1169.66,1174.4,1146.02,1146.19,-26.95,-2.3,1459.24,708.66,50.0,41.44,1177.64,1109.65,1041.66,83.62,83.62,83.62
20220815,1145.02,1155.45,1138.06,1143.75,-2.44,-0.21,1217.24,602.84,50.0,41.58,1180.26,1113.37,1046.48,76.48,81.24,66.95
20220816,1143.7,1154.43,1134.21,1137.3,-6.45,-0.56,1257.22,627.52,50.0,41.49,1180.4,1117.14,1053.89,67.53,76.67,49.25
20220817,1136.8,1140.66,1127.89,1132.31,-4.99,-0.44,1272.45,637.41,50.0,41.31,1180.91,1119.78,1058.66,55.26,69.53,26.7
20220818,1132.6,1148.38,1129.32,1146.63,14.32,1.26,1523.63,739.48,50.0,41.81,1183.28,1122.54,1061.8,49.81,62.96,23.5
20220819,1146.33,1155.78,1108.16,1108.45,-38.18,-3.33,1658.91,777.89,50.0,40.43,1182.38,1123.72,1065.06,33.35,53.09,-6.14
20220822,1103.15,1111.4,1096.99,1107.28,-1.17,-0.11,1358.86,695.39,50.0,40.31,1180.03,1125.39,1070.76,26.57,44.25,-8.79
20220823,1109.25,1117.71,1105.68,1107.3,0.02,0.0,1244.46,618.5,50.0,40.38,1178.61,1126.52,1074.44,22.06,36.85,-7.53
20220824,1110.01,1112.75,1068.98,1068.98,-38.32,-3.46,1461.18,679.71,50.0,39.04,1181.57,1125.19,1068.81,14.71,29.47,-14.82
20220825,1071.98,1077.66,1044.77,1055.89,-13.09,-1.22,1231.71,569.9,50.0,38.41,1186.24,1122.54,1058.85,13.14,24.03,-8.63
20220826,1064.71,1069.26,1044.4,1045.99,-9.9,-0.94,1130.57,559.75,50.0,38.05,1191.0,1120.4,1049.8,9.24,19.1,-10.48
20220829,1032.04,1058.72,1029.89,1054.28,8.29,0.79,1076.97,542.07,50.0,38.62,1193.97,1118.1,1042.24,12.62,16.94,3.98
20220830,1054.26,1064.76,1047.73,1050.28,-4.0,-0.38,979.44,488.53,50.0,38.48,1196.79,1115.87,1034.95,13.81,15.89,9.64
20220831,1048.4,1057.84,1023.47,1029.66,-20.63,-1.96,1190.74,578.51,50.0,37.58,1201.43,1112.34,1023.25,10.77,14.19,3.93
20220901,1032.78,1041.92,1023.54,1025.66,-4.0,-0.39,1026.11,496.34,50.0,36.83,1204.85,1108.07,1011.29,7.95,12.11,-0.36
20220902,1027.47,1040.46,1022.58,1030.12,4.46,0.43,991.18,495.53,50.0,36.83,1201.39,1101.71,1002.04,7.94,10.72,2.39
20220905,1030.6,1034.95,1018.56,1024.39,-5.73,-0.56,1006.12,497.9,50.0,36.65,1197.52,1095.3,993.09,7.36,9.6,2.88
20220906,1025.86,1038.97,1016.65,1035.78,11.39,1.11,999.8,491.19,50.0,37.31,1189.47,1088.98,988.48,15.36,11.52,23.04
20220907,1032.02,1065.17,1031.9,1049.58,13.8,1.33,1068.76,546.8,50.0,37.72,1180.57,1083.65,986.73,31.1,18.05,57.21
20220908,1050.32,1054.74,1040.05,1040.77,-8.81,-0.84,908.15,440.11,50.0,37.38,1166.38,1077.03,987.68,37.31,24.47,62.98
20220909,1039.59,1042.11,1022.68,1033.78,-6.99,-0.67,818.75,444.68,50.0,37.12,1156.7,1071.41,986.12,36.64,28.52,52.87
20220913,1034.5,1046.18,1028.77,1031.17,-2.61,-0.25,836.22,426.06,50.0,39.69,1145.94,1065.78,985.62,34.4,30.48,42.24
20220914,1018.07,1033.45,1016.87,1031.3,0.13,0.01,831.43,427.14,50.0,39.65,1134.83,1060.48,986.13,33.0,31.32,36.35
20220915,1035.76,1037.63,990.85,1000.08,-31.22,-3.03,1133.77,553.44,50.0,38.37,1124.94,1053.87,982.8,26.14,29.59,19.23
20220916,997.36,1018.72,997.36,998.52,-1.56,-0.16,929.54,461.81,50.0,38.21,1107.48,1046.46,985.45,20.87,26.68,9.23
20220919,997.53,1003.15,970.87,975.55,-22.97,-2.3,922.26,449.96,50.0,37.38,1101.33,1039.82,978.31,15.56,22.98,0.74
20220920,982.37,997.22,977.27,985.15,9.6,0.98,767.03,385.48,50.0,37.73,1091.35,1033.71,976.08,15.42,20.46,5.35
20220921,980.62,983.8,968.71,970.39,-14.76,-1.5,864.99,372.45,50.0,37.19,1080.28,1026.87,973.45,10.93,17.28,-1.77
20220922,964.96,986.43,963.89,975.87,5.48,0.56,807.54,379.65,50.0,37.41,1076.36,1022.21,968.06,12.14,15.57,5.28
20220923,975.58,984.11,956.11,960.94,-14.93,-1.53,922.33,411.08,50.0,36.89,1075.48,1017.46,959.45,9.88,13.67,2.3
20220926,955.04,978.49,952.18,961.83,0.89,0.09,1087.9,405.93,50.0,36.91,1074.5,1013.25,952.01,10.35,12.57,5.92
20220927,963.49,976.45,959.2,976.45,14.62,1.52,1026.51,420.7,50.0,37.43,1069.57,1009.36,949.16,16.37,13.83,21.44
20220928,973.47,977.66,955.32,956.19,-20.26,-2.07,945.07,381.21,50.0,36.68,1066.04,1004.66,943.28,12.92,13.53,11.7
20220929,962.45,970.11,955.61,961.47,5.29,0.55,881.72,392.56,50.0,36.94,1064.25,1001.25,938.25,14.69,13.92,16.24
20220930,956.4,961.89,937.86,939.38,-22.1,-2.3,806.46,349.39,50.0,35.98,1064.32,996.94,929.55,10.65,12.83,6.29
20221010,933.02,934.96,895.2,897.34,-42.04,-4.48,922.66,446.37,50.0,34.34,1068.58,990.3,912.02,7.88,11.18,1.28
20221011,898.37,904.47,889.45,892.74,-4.6,-0.51,800.26,382.68,50.0,34.19,1071.04,983.71,896.39,6.38,9.58,-0.01
20221012,890.29,926.19,871.45,924.91,32.17,3.6,1078.91,478.61,50.0,35.38,1065.65,978.17,890.69,20.07,13.08,34.07
20221013,917.4,942.87,916.37,926.52,1.61,0.17,1121.0,490.19,50.0,35.42,1055.77,972.02,888.27,30.53,18.9,53.8
20221014,936.42,961.5,925.93,954.92,28.4,3.07,1375.53,625.32,50.0,36.74,1045.53,967.72,889.92,46.55,28.11,83.42
20221017,948.64,964.95,946.94,963.22,8.3,0.87,1440.47,663.14,50.0,36.78,1035.86,964.2,892.54,59.84,38.69,102.13
20221018,964.97,968.13,952.99,960.0,-3.22,-0.33,1325.45,590.66,50.0,36.73,1025.38,960.64,895.9,69.81,49.06,111.3
20221019,957.73,963.11,949.5,949.5,-10.5,-1.09,1182.43,533.7,50.0,36.31,1012.68,956.55,900.42,73.45,57.19,105.97
20221020,944.16,976.71,938.33,963.95,14.45,1.52,1349.22,657.96,50.0,36.66,1007.37,954.74,902.12,78.26,64.21,106.35
20221021,961.48,972.81,951.67,967.98,4.03,0.42,1233.93,569.98,50.0,36.85,1002.32,953.21,904.11,82.74,70.39,107.44
20221024,967.56,989.65,960.62,969.49,1.51,0.16,1326.38,627.47,50.0,36.77,1001.54,952.91,904.29,82.81,74.53,99.37
20221025,962.97,984.48,955.57,971.33,1.84,0.19,1203.23,590.57,50.0,36.76,999.37,952.22,905.08,80.21,76.42,87.77
20221026,972.45,1010.98,963.36,1003.25,31.92,3.29,1494.49,717.04,50.0,37.92,1005.5,953.86,902.23,83.77,78.87,93.58
20221027,1008.71,1021.56,995.55,1004.91,1.65,0.16,1510.46,727.37,50.0,37.63,1010.84,955.32,899.8,82.51,80.09,87.37
20221028,996.61,1015.42,989.23,993.72,-11.19,-1.11,1444.23,708.34,50.0,37.2,1014.92,956.95,898.99,77.19,79.12,73.34
20221031,991.89,1022.23,991.89,1010.33,16.61,1.67,1654.67,773.77,50.0,37.57,1021.84,959.38,896.92,80.07,79.44,81.33
20221101,1011.96,1029.64,1000.97,1024.52,14.2,1.41,1502.62,715.64,50.0,35.2,1030.11,961.78,893.45,84.84,81.24,92.05
20221102,1020.07,1046.82,1017.99,1037.18,12.66,1.24,1691.74,817.48,50.0,35.87,1041.56,965.83,890.11,86.52,83.0,93.56
20221103,1028.43,1055.12,1027.04,1048.07,10.89,1.05,1459.7,761.18,50.0,36.35,1053.88,970.16,886.45,88.65,84.88,96.19
20221104,1048.89,1077.49,1048.89,1072.87,24.8,2.37,1553.44,795.27,50.0,37.16,1070.38,976.84,883.3,91.17,86.98,99.56
20221107,1070.14,1080.79,1058.13,1061.35,-11.52,-1.07,1511.21,742.59,50.0,36.89,1078.02,985.04,892.06,88.6,87.52,90.75
20221108,1061.71,1062.72,1040.87,1051.71,-9.64,-0.91,1250.65,604.31,50.0,36.57,1080.04,992.99,905.93,81.81,85.62,74.2
20221109,1049.72,1053.14,1036.95,1037.53,-14.18,-1.35,1148.72,534.89,50.0,35.98,1081.81,998.62,915.42,72.12,81.12,54.14
20221110,1033.13,1044.72,1021.11,1023.06,-14.46,-1.39,1473.61,639.68,50.0,35.45,1080.31,1003.44,926.58,59.77,74.0,31.31
20221111,1053.86,1059.76,1023.26,1023.26,0.2,0.02,1765.43,791.92,50.0,35.58,1080.81,1006.86,932.91,49.16,65.72,16.03
20221114,1021.41,1031.71,1012.67,1022.91,-0.35,-0.03,1355.29,638.5,50.0,35.39,1081.29,1009.85,938.41,37.78,56.41,0.53
20221115,1022.04,1054.36,1021.14,1052.04,29.13,2.85,1593.99,756.4,50.0,36.44,1084.29,1014.45,944.6,44.45,52.42,28.51
20221116,1052.41,1054.34,1034.2,1036.49,-15.55,-1.48,1331.65,614.5,50.0,35.92,1082.48,1018.8,955.11,41.29,48.71,26.45
20221117,1029.31,1041.75,1015.05,1041.67,5.18,0.5,1340.84,640.56,50.0,36.03,1081.83,1022.68,963.54,41.72,46.38,32.39
20221118,1039.85,1045.95,1030.74,1031.99,-9.68,-0.93,1429.96,656.45,50.0,35.69,1079.52,1025.88,972.25,40.68,44.48,33.08
20221121,1023.9,1032.95,1020.06,1032.47,0.48,0.05,1222.18,562.54,50.0,35.73,1076.04,1029.03,982.03,41.14,43.36,36.68
20221122,1029.5,1030.37,1015.14,1017.82,-14.65,-1.42,1419.91,574.6,50.0,35.24,1070.69,1031.36,992.03,31.07,39.27,14.67
20221123,1014.74,1021.91,994.5,1017.02,-0.81,-0.08,1412.72,570.83,50.0,35.37,1069.84,1032.05,994.26,32.22,36.92,22.81
20221124,1019.18,1024.24,1013.48,1015.36,-1.66,-0.16,1148.75,489.54,50.0,35.31,1069.11,1032.57,996.02,33.09,35.64,28.0
20221125,1012.8,1012.8,999.84,999.99,-15.37,-1.51,1134.33,462.72,50.0,34.66,1068.17,1032.88,997.59,25.12,32.13,11.09
20221128,983.59,997.9,980.76,992.81,-7.18,-0.72,1145.22,468.35,50.0,34.48,1070.24,1032.01,993.77,22.2,28.82,8.97
20221129,995.34,1003.61,988.07,1002.45,9.64,0.97,1261.93,568.67,50.0,34.81,1071.16,1030.9,990.65,25.89,27.85,21.99
20221130,999.61,1003.73,991.49,1000.26,-2.18,-0.22,1219.51,533.38,50.0,34.64,1071.33,1029.06,986.79,27.23,27.64,26.41
20221201,1008.71,1017.01,1004.32,1009.33,9.07,0.91,1313.55,608.54,50.0,34.99,1069.28,1027.12,984.96,36.4,30.56,48.08
20221202,1005.63,1021.4,1005.16,1008.14,-1.19,-0.12,1260.12,548.08,50.0,35.04,1061.15,1023.88,986.62,42.67,34.6,58.8
20221205,1011.28,1011.29,999.49,1003.6,-4.54,-0.45,1504.12,597.67,50.0,34.98,1055.01,1021.0,986.98,45.95,38.38,61.1
20221206,1003.31,1014.33,999.52,1003.14,-0.46,-0.05,1305.98,585.02,50.0,34.95,1050.32,1018.57,986.81,47.79,41.52,60.34
20221207,999.28,1008.85,996.94,1000.47,-2.66,-0.27,1210.51,521.89,50.0,34.77,1048.15,1016.71,985.28,48.03,43.69,56.71
20221208,999.75,1005.88,995.88,997.31,-3.16,-0.32,1235.87,514.82,50.0,34.77,1047.81,1015.43,983.04,45.59,44.32,48.13
20221209,998.74,1004.36,992.63,1001.69,4.37,0.44,1683.72,746.26,50.0,34.75,1047.05,1014.35,981.64,44.02,44.22,43.61
20221212,1000.29,1011.76,996.23,1004.62,2.94,0.29,1401.64,609.97,50.0,37.85,1046.15,1013.43,980.71,43.98,44.14,43.65
20221213,1002.54,1004.21,989.18,989.31,-15.31,-1.52,1126.63,491.87,50.0,37.19,1039.44,1010.3,981.15,29.45,39.24,9.87
20221214,1003.57,1004.74,983.09,984.22,-5.09,-0.51,1125.91,513.69,50.0,36.93,1036.34,1007.68,979.03,20.62,33.04,-4.22
20221215,985.15,992.97,979.53,989.2,4.98,0.51,960.8,424.05,50.0,37.13,1030.18,1005.06,979.94,23.01,29.69,9.64
20221216,984.25,985.87,973.7,978.36,-10.84,-1.1,1089.71,435.01,50.0,36.68,1026.87,1002.38,977.89,19.16,26.18,5.12
20221219,973.6,980.47,954.02,956.19,-22.17,-2.27,976.71,390.36,50.0,36.09,1026.62,998.56,970.51,14.03,22.13,-2.18
20221220,955.08,959.96,950.47,952.77,-3.42,-0.36,800.46,321.6,50.0,36.01,1028.33,995.31,962.3,10.6,18.29,-4.77
20221221,950.56,954.62,937.52,940.84,-11.93,-1.25,770.96,309.58,50.0,35.55,1030.63,991.5,952.37,8.56,15.05,-4.41
20221222,944.57,946.04,928.91,930.8,-10.03,-1.07,813.0,326.08,50.0,35.07,1032.91,987.27,941.64,6.47,12.19,-4.97
20221223,925.14,930.06,915.35,920.35,-10.45,-1.12,869.3,351.06,50.0,34.74,1036.98,983.29,929.6,6.18,10.18,-1.84
20221226,920.74,951.66,920.56,951.11,30.76,3.34,961.23,398.72,50.0,36.05,1036.47,981.21,925.94,17.45,12.61,27.14
20221227,951.86,965.49,947.17,963.14,12.03,1.26,925.9,406.1,50.0,36.54,1034.14,979.24,924.34,32.16,19.12,58.23
20221228,960.39,963.36,955.49,957.27,-5.86,-0.61,873.11,356.22,50.0,36.29,1031.9,977.09,922.29,41.25,26.5,70.76
20221229,956.1,970.57,954.74,962.25,4.98,0.52,830.26,345.26,50.0,36.39,1027.82,974.74,921.66,51.51,34.84,84.86
20221230,963.29,971.04,958.99,959.9,-2.35,-0.24,786.94,330.26,50.0,36.31,1023.47,972.33,921.19,61.0,43.56,95.9
20230103,960.51,982.24,956.7,979.91,20.01,2.08,1126.07,471.38,50.0,37.08,1020.39,971.14,921.89,72.84,53.32,111.89
20230104,982.03,983.84,966.29,972.38,-7.53,-0.77,996.96,433.47,50.0,36.79,1016.63,969.6,922.57,76.32,60.99,106.98
20230105,972.61,985.82,969.32,983.52,11.14,1.15,1043.19,466.92,50.0,37.19,1014.11,968.76,923.4,83.12,68.37,112.64
20230106,985.99,1003.05,984.02,991.1,7.58,0.77,1144.46,515.41,50.0,37.58,1013.1,968.45,923.8,83.92,73.55,104.66
20230109,994.74,1000.07,986.17,988.67,-2.43,-0.24,1038.18,478.67,50.0,37.55,1010.84,967.8,924.75,80.7,75.93,90.24
