time,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,bollUpper,bollMiddle,bollLower,slowK,slowD,slowJ
20201009,1446.52,1467.98,1446.52,1465.96,47.16,3.32,492.1,247.55,50.0,84.15,1457.67,1370.83,1283.99,70.17,60.06,90.37
20201012,1475.26,1491.61,1469.65,1490.58,24.62,1.68,659.82,352.94,50.0,85.67,1477.0,1375.84,1274.68,79.89,66.67,106.33
20201013,1491.85,1498.83,1485.13,1497.6,7.02,0.47,509.55,278.41,50.0,85.82,1496.58,1382.89,1269.19,86.34,73.23,112.57
20201014,1495.34,1498.0,1481.12,1488.67,-8.93,-0.6,467.34,255.64,50.0,85.01,1511.19,1390.09,1269.0,88.81,78.42,109.6
20201015,1489.38,1493.0,1451.88,1453.79,-34.88,-2.34,452.03,268.62,50.0,83.09,1514.24,1397.88,1281.52,83.32,80.06,89.86
20201016,1457.15,1461.83,1429.08,1438.53,-15.26,-1.05,377.74,226.31,50.0,82.18,1509.96,1405.79,1301.63,76.54,78.88,71.85
20201019,1444.84,1446.49,1411.27,1412.15,-26.38,-1.83,400.95,255.85,50.0,80.89,1505.74,1410.78,1315.81,65.45,74.41,47.55
20201020,1413.87,1428.08,1402.71,1426.18,14.03,0.99,387.96,221.35,50.0,81.81,1505.34,1414.68,1324.03,53.89,67.57,26.53
20201021,1427.24,1429.45,1396.12,1396.98,-29.2,-2.05,384.99,231.04,50.0,79.91,1504.44,1416.3,1328.16,36.21,57.11,-5.61
20201022,1395.13,1395.13,1373.51,1376.58,-20.4,-1.46,332.91,215.54,50.0,78.77,1502.43,1417.65,1332.86,24.95,46.39,-17.93
20201023,1380.37,1389.52,1336.37,1336.53,-40.05,-2.91,377.54,238.88,50.0,76.19,1506.13,1415.29,1324.46,16.67,36.49,-22.97
20201026,1332.68,1364.97,1313.45,1356.11,19.58,1.47,307.4,184.36,50.0,77.29,1507.26,1412.9,1318.55,18.82,30.6,-4.74
20201027,1359.18,1386.8,1354.81,1385.75,29.64,2.19,314.78,192.04,50.0,78.92,1507.19,1412.3,1317.42,25.97,29.05,19.8
20201028,1396.56,1413.66,1392.07,1406.07,20.33,1.47,416.63,243.1,50.0,80.51,1507.49,1413.1,1318.71,38.12,32.07,50.21
20201029,1394.28,1418.41,1387.38,1412.06,5.98,0.43,461.2,267.94,50.0,81.18,1506.77,1412.51,1318.25,50.12,38.09,74.18
20201030,1413.51,1430.12,1393.91,1393.91,-18.15,-1.29,612.37,353.04,50.0,80.17,1506.76,1412.46,1318.16,56.4,44.19,80.82
20201102,1402.08,1406.94,1370.9,1400.91,7.0,0.5,525.07,289.84,50.0,74.68,1506.15,1414.3,1322.46,62.59,50.33,87.11
20201103,1403.64,1451.63,1402.26,1449.01,48.09,3.43,502.08,286.8,50.0,77.31,1505.95,1419.81,1333.67,74.43,58.36,106.56
20201104,1454.73,1462.67,1443.42,1458.9,9.89,0.68,418.0,240.98,50.0,77.63,1509.86,1423.25,1336.65,82.11,66.28,113.78
20201105,1477.61,1479.47,1453.72,1475.38,16.48,1.13,479.65,273.65,50.0,78.33,1515.57,1426.08,1336.6,87.25,73.27,115.22
20201106,1477.53,1477.53,1429.12,1441.47,-33.9,-2.3,445.34,262.29,50.0,76.53,1512.78,1424.86,1336.93,81.34,75.96,92.1
20201109,1446.47,1491.52,1442.62,1485.15,43.67,3.03,779.7,456.19,50.0,78.97,1511.73,1424.59,1337.44,85.8,79.24,98.92
20201110,1483.66,1483.66,1438.59,1441.97,-43.18,-2.91,581.13,338.82,50.0,76.63,1502.78,1421.8,1340.83,76.84,78.44,73.64
20201111,1440.78,1441.0,1393.73,1395.51,-46.46,-3.22,561.54,325.62,50.0,74.03,1492.74,1417.15,1341.55,58.03,71.64,30.81
20201112,1404.81,1421.74,1404.57,1413.29,17.78,1.27,422.06,232.62,50.0,75.07,1488.83,1415.12,1341.42,50.4,64.56,22.09
20201113,1406.68,1441.01,1401.46,1436.89,23.59,1.67,416.02,236.28,50.0,76.44,1488.64,1415.04,1341.44,48.31,59.14,26.65
20201116,1520.27,1520.27,1444.39,1446.95,10.06,0.7,471.68,262.16,50.0,76.92,1491.66,1416.78,1341.9,46.23,54.84,29.01
20201117,1455.23,1455.23,1425.26,1430.81,-16.14,-1.12,485.87,267.86,50.0,76.09,1492.04,1417.01,1341.99,40.59,50.09,21.58
20201118,1431.66,1441.22,1418.36,1419.23,-11.58,-0.81,502.11,263.04,50.0,75.47,1492.59,1418.12,1343.66,33.77,44.65,12.02
20201119,1415.64,1436.49,1408.22,1435.92,16.7,1.18,449.6,229.54,50.0,76.66,1493.39,1421.09,1348.79,33.63,40.98,18.94
20201120,1433.95,1442.31,1427.31,1430.72,-5.2,-0.36,470.29,234.21,50.0,76.11,1486.85,1425.8,1364.75,32.16,38.04,20.41
20201123,1429.39,1429.39,1412.02,1418.1,-12.62,-0.88,474.39,258.55,50.0,75.3,1481.14,1428.9,1376.66,27.86,34.65,14.29
20201124,1412.02,1420.34,1409.4,1412.75,-5.35,-0.38,486.43,275.36,50.0,75.01,1479.26,1430.25,1381.24,21.74,30.35,4.54
20201125,1414.19,1414.51,1387.56,1388.36,-24.38,-1.73,465.26,264.89,50.0,73.87,1480.67,1429.36,1378.05,14.7,25.13,-6.17
20201126,1386.21,1398.57,1380.13,1385.31,-3.05,-0.22,380.05,216.03,50.0,73.88,1482.38,1428.03,1373.68,11.03,20.43,-7.77
20201127,1386.65,1398.14,1380.64,1387.77,2.46,0.18,372.32,209.84,50.0,74.18,1482.9,1427.72,1372.54,10.74,17.2,-2.17
20201130,1392.95,1397.01,1380.22,1385.48,-2.29,-0.16,418.36,250.09,50.0,74.56,1484.01,1426.95,1369.89,10.03,14.81,0.47
20201201,1386.58,1408.04,1381.96,1404.24,18.75,1.35,373.17,222.56,50.0,75.87,1481.64,1424.71,1367.78,19.61,16.41,26.01
20201202,1408.67,1419.11,1403.73,1408.49,4.25,0.3,573.85,307.02,50.0,76.32,1477.28,1422.19,1367.1,28.28,20.37,44.1
20201203,1410.44,1418.12,1398.1,1410.83,2.34,0.17,458.5,247.54,50.0,76.64,1468.49,1418.96,1369.43,39.63,26.79,65.31
20201204,1409.59,1410.93,1401.53,1404.87,-5.96,-0.42,417.86,233.65,50.0,76.21,1465.9,1417.13,1368.37,46.93,33.5,73.78
20201207,1410.5,1417.78,1403.42,1406.19,1.33,0.09,475.9,273.89,50.0,76.45,1450.79,1413.18,1375.58,53.57,40.19,80.33
20201208,1405.72,1408.79,1397.55,1398.73,-7.46,-0.53,427.96,241.49,50.0,76.3,1446.68,1411.02,1375.36,51.62,44.0,66.86
20201209,1400.57,1404.23,1364.2,1365.04,-33.69,-2.41,478.34,258.76,50.0,74.76,1449.96,1409.5,1369.04,34.92,40.97,22.82
20201210,1363.0,1370.83,1355.88,1360.18,-4.85,-0.36,504.34,296.42,50.0,75.27,1452.59,1406.84,1361.1,25.55,35.83,4.98
20201211,1362.34,1365.43,1345.32,1362.96,2.78,0.2,666.54,364.17,50.0,76.33,1450.5,1403.15,1355.79,25.0,32.22,10.56
20201214,1361.61,1380.05,1353.9,1375.06,12.1,0.89,458.43,260.12,50.0,81.99,1443.88,1399.55,1355.23,30.1,31.51,27.28
20201215,1373.96,1379.77,1357.36,1363.18,-11.88,-0.86,471.35,271.05,50.0,81.53,1440.76,1396.17,1351.58,28.25,30.43,23.89
20201216,1357.22,1357.22,1339.96,1345.13,-18.05,-1.32,556.06,336.04,50.0,80.63,1440.92,1392.47,1344.01,21.04,27.3,8.54
20201217,1343.28,1364.88,1339.9,1363.36,18.23,1.36,479.83,281.46,50.0,81.66,1434.52,1388.84,1343.15,24.07,26.22,19.77
20201218,1381.48,1381.48,1357.77,1361.11,-2.25,-0.17,466.32,266.12,50.0,81.41,1428.27,1385.36,1342.44,26.31,26.25,26.43
20201221,1359.69,1390.59,1355.93,1388.67,27.56,2.02,521.22,306.49,50.0,83.11,1424.14,1383.89,1343.63,42.81,31.77,64.89
20201222,1383.29,1390.99,1355.97,1358.62,-30.05,-2.16,516.22,304.39,50.0,81.66,1420.58,1381.18,1341.78,40.75,34.77,52.73
20201223,1359.73,1378.61,1355.25,1376.6,17.98,1.32,519.61,294.62,50.0,82.75,1419.9,1380.59,1341.29,51.11,40.22,72.91
20201224,1378.38,1384.31,1347.8,1348.01,-28.58,-2.08,576.44,300.83,50.0,80.92,1420.43,1378.73,1337.03,39.37,39.93,38.24
20201225,1348.47,1357.65,1340.79,1349.79,1.78,0.13,498.17,266.51,50.0,81.31,1420.13,1376.83,1333.52,32.7,37.52,23.05
20201228,1345.3,1349.35,1335.25,1339.01,-10.79,-0.8,520.9,288.05,50.0,80.62,1420.6,1374.5,1328.41,24.05,33.03,6.08
20201229,1338.24,1353.06,1336.09,1337.47,-1.54,-0.11,481.93,258.58,50.0,80.48,1417.83,1371.16,1324.5,17.36,27.81,-3.54
20201230,1336.72,1367.76,1335.21,1362.91,25.44,1.9,520.05,329.04,50.0,81.72,1412.38,1368.89,1325.39,28.13,27.91,28.55
20201231,1370.44,1394.74,1368.47,1393.03,30.12,2.21,546.09,363.17,50.0,83.99,1408.66,1368.0,1327.33,51.13,35.65,82.08
20210104,1398.96,1425.7,1389.59,1422.12,29.1,2.09,585.55,390.21,50.0,85.71,1413.18,1368.86,1324.54,66.1,45.8,106.7
20210105,1413.18,1427.12,1409.54,1425.16,3.04,0.21,609.75,385.1,50.0,85.59,1417.93,1369.81,1321.68,76.69,56.1,117.87
20210106,1430.07,1434.19,1408.06,1415.02,-10.14,-0.71,607.15,361.43,50.0,85.04,1421.17,1370.62,1320.07,78.0,63.4,107.21
20210107,1414.9,1417.43,1370.19,1381.94,-33.08,-2.34,663.36,415.46,50.0,82.89,1422.18,1371.47,1320.76,67.74,64.85,73.53
20210108,1382.15,1385.12,1366.18,1378.74,-3.2,-0.23,542.41,353.19,50.0,82.69,1422.92,1372.39,1321.86,59.82,63.17,53.12
20210111,1385.35,1407.91,1378.12,1390.66,11.92,0.86,576.24,373.07,50.0,83.8,1424.72,1373.78,1322.84,58.55,61.63,52.4
20210112,1389.47,1408.42,1379.8,1405.22,14.57,1.05,451.14,292.05,50.0,84.56,1428.04,1375.29,1322.54,62.61,61.96,63.92
20210113,1412.07,1416.66,1389.77,1407.41,2.19,0.16,570.96,339.67,50.0,84.92,1431.72,1377.5,1323.27,61.95,61.96,61.94
20210114,1406.05,1478.75,1399.56,1447.27,39.85,2.83,754.3,406.88,50.0,87.02,1442.61,1382.61,1322.61,65.31,63.07,69.79
20210115,1450.86,1465.69,1431.45,1447.58,0.32,0.02,605.49,362.96,50.0,87.35,1452.39,1386.82,1321.25,67.64,64.6,73.74
20210118,1443.82,1496.37,1437.02,1481.25,33.67,2.33,629.03,400.72,50.0,89.58,1469.02,1392.82,1316.62,74.56,67.92,87.84
20210119,1485.46,1489.22,1441.62,1443.92,-37.33,-2.52,573.15,361.73,50.0,87.02,1474.92,1395.59,1316.25,69.61,68.48,71.87
20210120,1450.72,1482.11,1444.74,1481.45,37.53,2.6,492.04,317.46,50.0,90.05,1487.43,1401.73,1316.03,75.92,70.96,85.84
20210121,1485.65,1492.95,1465.89,1482.28,0.83,0.06,526.05,336.95,50.0,90.74,1498.69,1407.01,1315.34,79.97,73.97,91.99
20210122,1482.65,1487.61,1456.02,1486.31,4.02,0.27,580.16,407.74,50.0,91.84,1507.6,1413.93,1320.25,83.77,77.23,96.85
20210125,1481.74,1513.73,1471.18,1498.6,12.29,0.83,603.58,429.1,50.0,92.69,1517.1,1421.37,1325.64,85.11,79.86,95.62
20210126,1498.0,1509.41,1471.31,1478.45,-20.14,-1.34,484.12,340.15,50.0,90.82,1519.25,1428.34,1337.43,79.78,79.83,79.66
20210127,1481.49,1489.76,1441.18,1458.37,-20.08,-1.36,452.79,303.81,50.0,89.14,1515.92,1434.38,1352.85,64.09,74.58,43.1
20210128,1441.4,1461.84,1418.94,1421.59,-36.79,-2.52,428.16,281.82,50.0,86.76,1512.32,1437.32,1362.32,43.66,64.28,2.42
20210129,1435.28,1440.25,1400.67,1421.96,0.37,0.03,492.04,301.63,50.0,87.62,1511.37,1438.76,1366.16,35.38,54.64,-3.14
20210201,1419.18,1439.04,1412.16,1421.48,-0.48,-0.03,462.33,286.13,50.0,87.26,1511.36,1438.73,1366.1,29.72,46.34,-3.5
20210202,1419.71,1438.09,1414.36,1438.06,16.58,1.17,446.92,273.27,50.0,88.27,1511.74,1439.38,1367.01,30.84,41.17,10.17
20210203,1436.0,1443.98,1410.15,1410.15,-27.91,-1.94,508.49,301.53,50.0,87.2,1511.86,1439.13,1366.41,23.35,35.23,-0.4
20210204,1402.09,1412.71,1367.71,1394.1,-16.05,-1.14,484.2,279.94,50.0,86.26,1510.73,1439.74,1368.76,21.59,30.69,3.41
20210205,1396.12,1407.32,1368.65,1368.8,-25.3,-1.81,422.76,263.11,50.0,85.54,1512.05,1439.25,1366.44,14.65,25.34,-6.73
20210208,1371.75,1395.14,1367.33,1382.48,13.68,1.0,377.18,236.79,50.0,85.91,1512.81,1438.84,1364.86,13.89,21.53,-1.37
20210209,1389.07,1434.87,1383.86,1427.68,45.2,3.27,390.55,257.91,50.0,89.53,1512.52,1439.96,1367.39,30.55,24.53,42.58
20210210,1424.77,1440.21,1407.64,1437.02,9.34,0.65,408.21,276.39,50.0,90.3,1512.48,1441.44,1370.4,50.67,33.25,85.52
20210218,1457.8,1465.68,1429.09,1429.74,-7.28,-0.51,479.8,310.48,50.0,89.16,1511.73,1440.56,1369.4,54.93,40.47,83.85
20210219,1426.1,1430.72,1404.15,1427.91,-1.83,-0.13,433.99,264.03,50.0,88.62,1510.87,1439.58,1368.29,57.15,46.03,79.39
20210222,1431.56,1436.8,1388.52,1389.92,-37.99,-2.66,545.08,313.67,50.0,85.42,1506.74,1435.01,1363.28,45.76,45.94,45.39
20210223,1371.63,1401.51,1370.91,1390.53,0.61,0.04,435.88,257.18,50.0,86.03,1506.48,1432.34,1358.21,38.37,43.42,28.27
20210224,1393.72,1398.33,1358.41,1365.64,-24.89,-1.79,451.39,278.47,50.0,83.78,1502.51,1426.55,1350.59,27.83,38.22,7.04
20210225,1373.84,1375.61,1349.71,1349.71,-15.93,-1.17,490.04,255.11,50.0,83.34,1498.37,1419.92,1341.48,18.55,31.66,-7.68
20210226,1319.89,1344.15,1319.65,1325.59,-24.12,-1.79,474.33,277.57,50.0,81.6,1494.32,1411.89,1329.46,13.72,25.68,-10.2
20210301,1339.99,1359.72,1337.19,1358.14,32.55,2.46,177.83,116.36,50.0,83.15,1480.17,1404.87,1329.56,17.93,23.1,7.6
20210302,1373.03,1373.66,1342.9,1352.04,-6.1,-0.45,524.5,281.84,50.0,82.74,1469.16,1398.55,1327.93,19.35,21.85,14.35
20210303,1350.01,1359.79,1340.32,1359.4,7.35,0.54,449.17,281.12,50.0,83.15,1460.52,1393.6,1326.67,24.21,22.64,27.36
20210304,1358.28,1362.99,1322.34,1324.16,-35.24,-2.59,524.38,299.26,50.0,80.62,1460.78,1388.73,1316.67,17.42,20.9,10.47
20210305,1307.06,1338.83,1305.92,1329.84,5.68,0.43,383.68,230.76,50.0,81.27,1458.82,1384.12,1309.42,19.96,20.59,18.7
20210308,1337.02,1340.42,1275.46,1275.46,-54.38,-4.09,492.26,289.85,50.0,77.89,1463.12,1376.82,1290.51,13.3,18.16,3.6
20210309,1275.32,1278.32,1227.18,1230.14,-45.32,-3.55,504.02,264.92,50.0,75.27,1469.23,1366.42,1263.62,9.53,15.28,-1.96
20210310,1251.18,1258.88,1227.42,1232.74,2.6,0.21,371.11,196.01,50.0,75.97,1473.51,1357.55,1241.6,7.62,12.73,-2.59
20210311,1241.1,1273.96,1227.33,1267.3,34.57,2.8,385.53,250.01,50.0,77.92,1472.24,1351.21,1230.19,14.21,13.22,16.19
20210312,1268.44,1269.21,1251.2,1261.32,-5.98,-0.47,371.62,224.25,50.0,77.65,1472.67,1345.84,1219.01,17.24,14.56,22.6
20210315,1254.68,1254.68,1213.43,1223.39,-37.93,-3.01,347.85,208.58,50.0,73.79,1474.13,1337.88,1201.64,13.72,14.28,12.58
20210316,1223.8,1231.99,1212.34,1220.37,-3.02,-0.25,330.41,176.83,50.0,73.86,1466.38,1327.52,1188.66,10.92,13.16,6.44
20210317,1220.45,1237.91,1213.35,1236.54,16.17,1.33,317.23,168.5,50.0,74.96,1452.17,1317.49,1182.82,13.58,13.3,14.14
20210318,1241.56,1251.56,1237.62,1241.31,4.77,0.39,357.3,179.84,50.0,75.63,1436.23,1308.07,1179.92,16.59,14.4,20.98
20210319,1226.41,1242.13,1221.42,1231.29,-10.02,-0.81,397.08,193.73,50.0,74.86,1418.01,1298.24,1178.48,20.63,16.48,28.95
20210322,1229.47,1247.49,1227.84,1242.76,11.46,0.93,357.0,177.06,50.0,75.73,1405.17,1290.88,1176.59,30.21,21.05,48.53
20210323,1246.36,1257.38,1232.26,1236.47,-6.28,-0.51,432.77,192.44,50.0,75.15,1390.1,1283.18,1176.26,33.19,25.1,49.38
20210324,1228.61,1244.45,1219.51,1221.45,-15.03,-1.22,386.64,183.95,50.0,74.88,1379.05,1275.97,1172.89,27.47,25.89,30.63
20210325,1212.83,1231.96,1212.38,1219.71,-1.74,-0.14,336.5,173.73,50.0,75.06,1369.48,1269.47,1169.46,23.77,25.18,20.94
20210326,1224.64,1258.16,1224.64,1256.66,36.95,3.03,353.42,183.85,50.0,77.46,1362.76,1266.02,1169.29,48.09,32.82,78.63
20210329,1262.29,1263.44,1248.33,1250.77,-5.89,-0.47,347.88,181.09,50.0,77.14,1347.79,1260.66,1173.53,57.12,40.92,89.52
20210330,1250.28,1259.28,1245.01,1248.34,-2.43,-0.19,349.02,181.75,50.0,77.14,1331.92,1255.47,1179.02,61.56,47.8,89.07
20210331,1248.16,1253.79,1236.26,1248.33,-0.01,0.0,355.24,176.98,50.0,77.26,1309.67,1249.92,1190.16,64.51,53.37,86.78
20210401,1251.0,1269.88,1248.96,1266.75,18.41,1.48,425.54,213.56,50.0,78.24,1296.97,1247.05,1197.13,74.52,60.42,102.73
20210402,1276.03,1302.62,1274.38,1299.92,33.17,2.62,542.17,278.31,50.0,80.12,1286.43,1245.55,1204.67,82.02,67.62,110.82
20210406,1304.64,1309.95,1291.92,1296.62,-3.3,-0.25,436.42,211.12,50.0,80.02,1291.44,1246.61,1201.78,83.46,72.9,104.58
20210407,1296.82,1300.77,1283.16,1298.78,2.17,0.17,413.55,210.53,50.0,79.92,1299.56,1250.04,1200.52,85.16,76.98,101.5
20210408,1293.64,1305.43,1287.01,1291.86,-6.93,-0.53,476.47,235.22,50.0,79.72,1305.03,1253.0,1200.96,83.04,79.0,91.1
20210409,1290.31,1296.86,1269.92,1271.44,-20.41,-1.58,414.17,211.91,50.0,78.13,1305.49,1253.2,1200.91,71.27,76.42,60.96
20210412,1269.02,1280.08,1240.44,1243.5,-27.95,-2.2,440.65,218.09,50.0,76.4,1304.63,1252.31,1200.0,50.79,67.88,16.61
20210413,1242.76,1259.04,1239.46,1241.4,-2.1,-0.17,384.95,182.15,50.0,76.47,1304.11,1253.21,1202.32,36.18,57.31,-6.08
20210414,1243.24,1258.17,1243.24,1254.71,13.31,1.07,352.66,182.82,50.0,77.32,1303.54,1254.93,1206.32,31.33,48.65,-3.31
20210415,1250.36,1266.58,1245.18,1264.16,9.45,0.75,352.54,183.77,50.0,77.7,1304.32,1256.31,1208.3,32.57,43.29,11.12
20210416,1265.15,1279.29,1255.84,1274.7,10.54,0.83,465.26,220.41,50.0,78.22,1306.11,1257.98,1209.85,38.38,41.65,31.82
20210419,1273.08,1300.54,1268.99,1299.01,24.3,1.91,687.47,297.03,50.0,79.72,1311.01,1261.37,1211.72,55.67,46.33,74.37
20210420,1295.61,1304.76,1290.02,1290.5,-8.5,-0.65,699.24,321.5,50.0,79.45,1314.17,1263.75,1213.33,62.91,51.85,85.01
20210421,1285.31,1291.53,1275.61,1286.86,-3.65,-0.28,519.46,261.8,50.0,79.36,1316.02,1266.27,1216.53,66.13,56.61,85.17
20210422,1288.58,1308.34,1288.58,1305.18,18.33,1.42,498.2,271.91,50.0,80.53,1318.48,1270.46,1222.44,75.89,63.04,101.6
20210423,1303.29,1318.3,1300.1,1311.83,6.65,0.51,476.2,268.46,50.0,80.89,1320.32,1275.07,1229.81,81.19,69.09,105.4
20210426,1315.51,1335.47,1313.06,1314.91,3.08,0.23,623.12,375.26,50.0,81.02,1325.56,1277.98,1230.4,80.03,72.74,94.62
20210427,1310.66,1316.2,1297.27,1311.91,-2.99,-0.23,505.24,284.15,50.0,81.26,1329.08,1281.04,1232.99,77.99,74.49,84.99
20210428,1318.55,1326.01,1304.33,1324.24,12.32,0.94,572.83,331.19,50.0,81.98,1333.93,1284.83,1235.73,80.63,76.53,88.81
20210429,1320.89,1337.85,1312.94,1324.05,-0.18,-0.01,551.37,314.22,50.0,82.09,1337.55,1288.62,1239.68,80.4,77.82,85.56
20210430,1319.01,1327.37,1313.83,1322.24,-1.82,-0.14,606.15,349.87,50.0,82.47,1341.33,1291.39,1241.45,78.58,78.07,79.58
20210506,1321.21,1322.68,1298.91,1310.13,-12.11,-0.92,473.06,294.85,50.0,66.69,1342.39,1291.9,1241.42,70.87,75.67,61.27
20210507,1311.66,1315.75,1263.69,1263.9,-46.23,-3.53,484.79,278.8,50.0,64.02,1342.13,1290.27,1238.4,47.34,66.23,9.57
20210510,1262.48,1265.8,1249.49,1254.49,-9.41,-0.74,437.98,244.28,50.0,63.55,1342.02,1288.05,1234.09,33.45,55.3,-10.26
20210511,1243.81,1260.82,1240.2,1258.11,3.62,0.29,436.73,225.52,50.0,63.81,1341.84,1286.36,1230.89,28.41,46.34,-7.44
20210512,1254.74,1273.69,1251.81,1270.91,12.8,1.02,473.93,241.81,50.0,64.77,1341.84,1286.34,1230.84,29.42,40.7,6.87
20210513,1257.87,1287.92,1257.87,1275.48,4.57,0.36,502.72,249.51,50.0,64.84,1340.15,1287.94,1235.72,31.66,37.69,19.6
20210514,1277.97,1301.37,1273.96,1300.54,25.06,1.96,506.1,266.05,50.0,66.1,1338.75,1290.89,1243.03,41.7,39.03,47.06
20210517,1303.08,1338.29,1301.06,1328.92,28.38,2.18,594.69,334.38,50.0,67.85,1342.17,1294.6,1247.04,57.95,45.33,83.19
20210518,1330.47,1332.32,1316.38,1321.64,-7.28,-0.55,542.27,281.34,50.0,67.43,1344.28,1297.48,1250.67,66.31,52.33,94.28
20210519,1320.68,1335.25,1318.16,1326.14,4.5,0.34,766.85,302.93,50.0,67.6,1347.21,1300.05,1252.88,73.41,59.35,101.52
20210520,1322.05,1339.97,1321.04,1329.79,3.65,0.28,686.97,314.39,50.0,67.87,1350.49,1301.59,1252.68,78.87,65.86,104.9
20210521,1334.6,1341.28,1314.4,1315.21,-14.58,-1.1,626.13,298.57,50.0,67.01,1351.8,1302.82,1253.85,77.32,69.68,92.59
20210524,1314.79,1333.42,1304.64,1330.87,15.67,1.19,561.3,289.64,50.0,67.74,1354.88,1305.02,1255.17,81.0,73.45,96.09
20210525,1329.68,1371.59,1329.68,1370.12,39.25,2.95,624.35,332.48,50.0,70.09,1365.63,1308.27,1250.91,86.9,77.94,104.84
20210526,1371.78,1375.81,1360.59,1364.04,-6.08,-0.44,615.04,310.14,50.0,69.66,1373.19,1310.88,1248.57,87.42,81.1,100.06
20210527,1362.95,1400.38,1361.01,1397.77,33.73,2.47,832.3,396.13,50.0,71.4,1387.97,1315.02,1242.08,90.73,84.31,103.59
20210528,1395.43,1414.61,1381.45,1386.04,-11.73,-0.84,2156.51,442.17,50.0,70.37,1397.93,1318.73,1239.53,85.16,84.59,86.3
20210531,1398.19,1442.67,1398.19,1442.67,56.63,4.09,1637.63,476.89,50.0,73.4,1420.56,1324.65,1228.75,90.11,86.43,97.46
20210601,1437.32,1467.94,1432.97,1460.54,17.88,1.24,1590.5,525.42,50.0,74.4,1444.19,1331.48,1218.76,91.9,88.25,99.18
20210602,1461.74,1465.16,1423.45,1426.85,-33.7,-2.31,1439.59,512.66,50.0,72.17,1456.7,1336.71,1216.72,86.21,87.57,83.48
20210603,1425.8,1438.64,1410.12,1414.53,-12.31,-0.86,1144.16,411.4,50.0,71.44,1465.86,1341.93,1218.0,79.9,85.02,69.68
20210604,1406.31,1445.14,1405.51,1431.52,16.99,1.2,1000.02,388.68,50.0,72.14,1474.67,1350.31,1225.95,77.82,82.62,68.23
20210607,1443.86,1451.39,1425.11,1433.57,2.04,0.14,1042.02,425.93,50.0,72.18,1480.49,1359.26,1238.04,74.54,79.93,63.78
20210608,1443.74,1446.38,1411.23,1419.08,-14.49,-1.01,949.08,446.3,50.0,71.77,1481.79,1367.31,1252.83,67.8,75.88,51.63
20210609,1420.31,1442.16,1417.77,1427.32,8.25,0.58,826.42,388.43,50.0,72.49,1483.4,1375.13,1266.86,62.88,71.55,45.53
20210610,1427.87,1455.83,1426.49,1450.4,23.08,1.62,1010.27,441.82,50.0,73.66,1486.65,1383.88,1281.1,66.87,69.99,60.63
20210611,1453.6,1455.66,1433.06,1436.28,-14.13,-0.97,1068.33,503.97,50.0,73.56,1488.33,1390.66,1293.0,61.01,66.99,49.04
20210615,1442.09,1467.47,1435.05,1448.2,11.93,0.83,1007.11,451.59,50.0,68.2,1493.05,1396.63,1300.21,63.64,65.88,59.16
20210616,1452.95,1454.92,1404.69,1406.47,-41.73,-2.88,853.94,407.93,50.0,66.05,1490.97,1400.87,1310.77,43.37,58.37,13.36
20210617,1409.05,1477.05,1409.05,1473.51,67.04,4.77,1190.87,506.82,50.0,69.34,1496.78,1408.24,1319.7,60.62,59.12,63.61
20210618,1475.21,1499.82,1474.68,1494.7,21.19,1.44,1006.11,493.94,50.0,70.47,1504.98,1416.48,1327.98,71.95,63.4,89.06
20210621,1485.66,1529.28,1482.49,1528.13,33.43,2.24,1021.95,513.27,50.0,72.47,1515.56,1427.13,1338.7,80.99,69.26,104.45
20210622,1531.52,1534.43,1506.31,1523.36,-4.76,-0.31,1970.79,527.42,50.0,72.44,1523.06,1436.75,1350.45,84.48,74.34,104.78
20210623,1530.64,1551.92,1516.69,1534.3,10.94,0.72,1603.48,604.77,50.0,72.69,1535.49,1444.96,1354.44,85.67,78.11,100.77
20210624,1531.24,1537.58,1496.94,1504.81,-29.49,-1.92,1407.01,523.96,50.0,71.4,1538.04,1452.0,1365.96,79.78,78.67,82.0
20210625,1505.29,1536.5,1502.89,1534.85,30.04,2.0,1085.45,501.41,50.0,72.97,1548.3,1458.86,1369.42,82.65,80.0,87.97
20210628,1538.02,1579.22,1536.71,1562.98,28.13,1.83,1095.26,550.65,50.0,74.28,1561.48,1467.7,1373.93,85.33,81.78,92.45
20210629,1567.88,1576.87,1546.68,1562.08,-0.9,-0.06,1039.04,512.87,50.0,74.21,1575.2,1473.67,1372.15,86.87,83.47,93.65
20210630,1564.32,1603.35,1558.96,1588.22,26.14,1.67,1153.5,619.26,50.0,75.38,1592.9,1480.06,1367.21,87.32,84.76,92.46
20210701,1587.53,1594.11,1569.9,1579.8,-8.41,-0.53,1041.18,590.94,50.0,75.44,1605.7,1487.71,1369.71,85.05,84.86,85.45
20210702,1563.83,1564.88,1527.2,1538.16,-41.65,-2.64,951.42,564.75,50.0,73.23,1608.82,1493.89,1378.96,69.62,79.78,49.29
20210705,1545.68,1581.07,1545.68,1575.89,37.74,2.45,980.61,590.17,50.0,75.38,1617.59,1501.11,1384.63,71.14,76.9,59.63
20210706,1580.28,1584.69,1510.71,1532.79,-43.1,-2.74,1107.08,646.05,50.0,73.44,1619.02,1506.07,1393.12,58.66,70.82,34.34
