time,open,close,high,low,vol,bollUpper,bollMiddle,bollLower,slowK,slowD,slowJ,td9,eneUpper,eneLower
2014-01-22,1407.46,1431.74,1432.0,1407.46,639849271,1449.73,1357.3,1264.87,78.09,72.85,88.56,2,1544.55,1238.42
2014-01-23,1433.7,1461.53,1472.34,1433.17,737528582,1463.25,1365.96,1268.67,82.47,76.06,95.28,2,1553.57,1245.66
2014-01-24,1458.21,1484.43,1493.64,1455.95,675336857,1476.46,1376.7,1276.94,85.97,79.36,99.19,2,1568.13,1257.33
2014-01-27,1477.46,1477.67,1500.46,1465.14,704276778,1487.34,1385.87,1284.4,85.14,81.29,92.85,2,1580.88,1267.55
2014-01-28,1476.59,1471.34,1486.42,1448.47,550840210,1495.42,1394.04,1292.66,83.06,81.88,85.43,2,1588.7,1273.82
2014-01-29,1472.54,1496.53,1497.72,1469.58,553040551,1505.64,1403.64,1301.64,87.76,83.84,95.6,2,1597.71,1281.05
2014-01-30,1494.12,1495.98,1507.87,1486.82,542959535,1515.93,1411.79,1307.65,89.11,85.6,96.15,2,1608.9,1290.02
2014-02-07,1489.05,1532.69,1532.82,1483.69,560317270,1533.7,1420.78,1307.87,92.72,87.97,102.21,2,1624.13,1302.23
2014-02-10,1536.99,1553.42,1557.03,1525.94,726627225,1549.93,1432.29,1314.64,94.34,90.09,102.83,0,1644.19,1318.31
2014-02-11,1550.62,1527.15,1559.77,1506.04,785649587,1559.58,1441.03,1322.48,87.64,89.27,84.36,0,1657.51,1328.99
2014-02-12,1527.1,1539.97,1540.33,1513.91,662243577,1572.56,1447.78,1323.0,85.83,88.13,81.23,0,1669.52,1338.62
2014-02-13,1537.26,1485.13,1539.66,1484.42,766178627,1574.79,1453.02,1331.26,68.2,81.48,41.63,2,1672.14,1340.72
2014-02-14,1484.56,1515.78,1516.43,1475.95,581673747,1576.74,1461.15,1345.56,65.62,76.2,44.48,2,1675.62,1343.51
2014-02-17,1521.17,1558.62,1559.12,1521.17,720083350,1584.71,1470.94,1357.17,76.66,76.35,77.27,2,1684.6,1350.72
2014-02-18,1558.74,1545.34,1561.77,1539.21,661308980,1591.57,1478.16,1364.75,78.06,76.92,80.33,2,1692.82,1357.3
2014-02-19,1544.64,1544.4,1551.88,1524.39,667420094,1597.67,1484.61,1371.55,78.62,77.49,80.9,2,1698.13,1361.56
2014-02-20,1545.26,1515.16,1545.51,1504.17,614165041,1596.56,1490.61,1384.67,67.65,74.21,54.52,2,1700.26,1363.27
2014-02-21,1512.17,1519.67,1526.03,1503.81,484903630,1593.93,1496.82,1399.71,62.08,70.16,45.91,2,1698.82,1362.11
2014-02-24,1517.97,1540.03,1542.31,1510.46,559946792,1585.46,1505.19,1424.91,66.28,68.87,61.09,2,1697.33,1360.92
2014-02-25,1543.97,1472.69,1571.4,1460.41,877397135,1576.95,1508.46,1439.98,47.87,61.87,19.88,2,1691.28,1356.07
2014-02-26,1452.06,1465.99,1468.0,1415.25,620306044,1572.32,1510.18,1448.03,42.75,55.49,17.25,2,1683.07,1349.49
2014-02-27,1467.27,1414.66,1496.62,1410.97,658585761,1579.89,1507.83,1435.78,29.26,46.75,-5.71,2,1675.25,1343.22
2014-02-28,1410.4,1434.89,1436.88,1393.0,503420747,1583.6,1505.36,1427.11,27.34,40.28,1.45,2,1666.27,1336.02
2014-03-03,1433.9,1465.14,1466.23,1431.14,483603436,1584.04,1504.73,1425.42,31.7,37.42,20.27,2,1655.89,1327.7
2014-03-04,1462.26,1460.45,1475.5,1446.27,480263735,1584.55,1504.18,1423.82,33.74,36.19,28.83,1,1646.47,1320.14
2014-03-05,1467.06,1464.58,1471.04,1454.94,469854010,1584.75,1502.59,1420.43,35.87,36.08,35.43,2,1637.61,1313.04
2014-03-06,1461.12,1462.53,1464.41,1427.0,502424438,1584.89,1500.91,1416.94,36.9,36.36,37.99,2,1631.77,1308.36
2014-03-07,1463.93,1460.61,1477.96,1453.63,503043432,1581.7,1497.31,1412.92,37.23,36.65,38.4,2,1625.21,1303.1
2014-03-10,1446.06,1407.07,1446.06,1404.59,504093665,1578.91,1489.99,1401.07,29.35,34.22,19.62,2,1610.46,1291.27
2014-03-11,1399.9,1395.81,1410.38,1380.97,414892132,1579.51,1483.43,1387.34,23.84,30.76,10.01,2,1601.92,1284.42
2014-03-12,1390.86,1399.27,1418.61,1378.89,451511111,1575.44,1476.39,1377.34,22.75,28.09,12.08,2,1594.52,1278.49
2014-03-13,1401.55,1436.86,1437.15,1401.43,343871894,1574.4,1473.98,1373.55,34.67,30.28,43.45,2,1596.98,1280.46
2014-03-14,1433.46,1434.02,1450.38,1424.01,326149650,1569.83,1469.89,1369.95,41.66,34.08,56.84,2,1596.88,1280.38
2014-03-17,1436.11,1477.42,1477.68,1435.32,380346011,1557.26,1465.83,1374.4,60.93,43.03,96.73,2,1598.25,1281.48
2014-03-18,1479.38,1485.64,1493.39,1478.72,484827372,1547.33,1462.84,1378.36,71.7,52.58,109.92,2,1601.04,1283.72
2014-03-19,1481.49,1466.22,1482.3,1456.9,418830120,1534.75,1458.94,1383.12,73.22,59.46,100.74,2,1601.22,1283.87
2014-03-20,1463.07,1417.66,1466.42,1417.17,467830623,1527.29,1454.06,1380.83,60.1,59.68,60.95,2,1596.24,1279.87
2014-03-21,1405.9,1419.84,1427.92,1379.74,446109724,1517.15,1449.07,1380.98,51.99,57.11,41.74,2,1591.72,1276.24
2014-03-24,1411.78,1397.29,1416.86,1392.51,392564871,1499.49,1441.93,1384.37,40.02,51.41,17.22,2,1590.63,1275.37
2014-03-25,1392.14,1394.82,1410.48,1385.0,309948866,1497.26,1438.04,1378.82,31.1,44.64,4.01,2,1590.52,1275.28
2014-03-26,1396.91,1417.61,1424.25,1396.91,387438441,1494.02,1435.62,1377.21,31.84,40.38,14.77,2,1592.56,1276.92
2014-03-27,1415.55,1367.96,1417.36,1367.96,408553926,1498.22,1433.28,1368.35,21.23,33.99,-4.3,2,1584.91,1270.78
2014-03-28,1363.87,1330.5,1364.26,1317.41,457960701,1506.94,1428.06,1349.19,16.63,28.21,-6.52,2,1573.42,1261.57
2014-03-31,1327.23,1327.8,1340.47,1315.49,282727393,1509.33,1421.2,1333.06,13.55,23.32,-6.0,2,1556.81,1248.26
2014-04-01,1327.18,1355.05,1355.74,1326.25,311418757,1506.61,1415.93,1325.24,17.77,21.47,10.37,1,1542.32,1236.63
2014-04-02,1356.68,1327.98,1360.88,1316.9,324594960,1504.55,1409.1,1313.65,15.55,19.5,7.65,1,1526.97,1224.33
2014-04-03,1326.81,1326.18,1344.32,1318.82,301984297,1500.91,1402.28,1303.65,13.64,17.54,5.84,1,1516.82,1216.19
2014-04-04,1323.41,1346.74,1347.05,1316.95,277035630,1494.24,1396.59,1298.94,18.67,17.92,20.18,2,1508.7,1209.68
2014-04-08,1335.39,1351.18,1351.83,1327.8,379437084,1493.26,1393.79,1294.32,23.39,19.74,30.68,2,1503.59,1205.58
2014-04-09,1355.37,1370.46,1376.69,1355.37,408873178,1492.51,1392.52,1292.54,33.58,24.35,52.03,2,1500.88,1203.41
2014-04-10,1374.61,1381.14,1395.04,1374.61,470838230,1491.67,1391.62,1291.57,49.89,32.87,83.95,2,1496.83,1200.16
2014-04-11,1370.4,1363.9,1370.4,1352.13,351093736,1486.46,1387.97,1289.48,53.55,39.76,81.12,2,1496.38,1199.8
2014-04-14,1367.75,1372.73,1378.32,1367.75,335038406,1481.27,1384.91,1288.54,59.51,46.35,85.85,2,1501.07,1203.56
2014-04-15,1375.69,1369.89,1380.86,1367.23,335885908,1466.15,1379.53,1292.91,62.28,51.66,83.53,2,1505.74,1207.31
2014-04-16,1365.83,1359.3,1367.91,1353.78,260178401,1445.14,1373.21,1301.28,59.6,54.3,70.19,2,1506.21,1207.69
2014-04-17,1360.75,1367.59,1373.85,1360.75,283463105,1426.18,1368.28,1310.38,61.35,56.65,70.74,2,1510.61,1211.21
2014-04-18,1365.36,1377.42,1377.84,1362.61,305255796,1419.8,1366.27,1312.74,65.5,59.6,77.29,2,1516.3,1215.77
2014-04-21,1367.93,1363.85,1384.69,1363.01,352436556,1411.02,1363.47,1315.92,52.77,57.32,43.66,2,1518.2,1217.29
2014-04-22,1361.58,1336.19,1367.63,1317.1,366713060,1406.72,1360.41,1314.11,43.34,52.66,24.7,2,1516.53,1215.96
2014-04-23,1332.93,1326.44,1338.67,1318.24,295899034,1402.73,1357.0,1311.26,33.5,46.28,7.95,2,1511.65,1212.04
2014-04-24,1325.86,1319.51,1326.96,1303.23,318070144,1391.35,1352.09,1312.83,29.0,40.52,5.96,2,1504.81,1206.56
2014-04-25,1316.37,1291.9,1318.07,1290.36,284997909,1394.74,1348.29,1301.84,19.88,33.64,-7.65,2,1496.82,1200.15
2014-04-28,1283.64,1257.26,1283.87,1256.12,328809288,1405.44,1344.63,1283.81,13.55,26.94,-13.24,2,1484.0,1189.87
2014-04-29,1253.24,1266.54,1274.21,1248.32,270252589,1411.01,1341.56,1272.11,13.48,22.45,-4.46,2,1472.53,1180.67
2014-04-30,1266.34,1283.21,1287.77,1266.34,272992022,1411.57,1337.97,1264.37,17.52,20.81,10.94,2,1464.08,1173.9
2014-05-05,1281.16,1302.15,1302.68,1279.31,265056449,1411.82,1336.68,1261.54,24.84,22.15,30.21,2,1456.82,1168.08
2014-05-06,1301.59,1316.86,1327.8,1301.59,342617723,1411.72,1336.21,1260.7,35.71,26.67,53.78,2,1450.09,1162.69
2014-05-07,1313.38,1290.03,1313.38,1289.56,302902691,1411.31,1333.38,1255.44,39.19,30.84,55.89,2,1441.9,1156.12
2014-05-08,1284.44,1279.84,1300.83,1279.29,267758337,1410.64,1329.81,1248.98,39.35,33.68,50.69,2,1435.65,1151.1
2014-05-09,1279.68,1258.58,1282.82,1249.56,301029327,1408.43,1324.22,1240.0,30.53,32.63,26.34,2,1428.11,1145.06
2014-05-12,1263.92,1278.28,1281.1,1250.94,319673264,1401.3,1319.07,1236.85,32.92,32.73,33.31,2,1423.54,1141.39
2014-05-13,1274.57,1276.24,1293.82,1273.33,315261423,1396.23,1314.69,1233.15,33.66,33.04,34.9,2,1421.8,1140.0
2014-05-14,1273.21,1278.66,1282.35,1269.24,260291772,1388.38,1309.99,1231.59,34.84,33.64,37.23,2,1424.17,1141.9
2014-05-15,1276.64,1253.88,1283.43,1253.62,335568041,1381.15,1304.19,1227.22,25.06,30.78,13.63,2,1422.77,1140.78
2014-05-16,1250.38,1226.47,1252.39,1210.81,347492632,1377.22,1297.55,1217.87,21.17,27.58,8.36,2,1416.47,1135.73
2014-05-19,1224.65,1228.37,1233.84,1213.99,267908869,1368.87,1290.58,1212.29,19.82,24.99,9.48,2,1408.28,1129.16
2014-05-20,1239.65,1244.65,1261.94,1239.65,344295271,1353.71,1283.95,1214.18,25.74,25.24,26.75,1,1400.27,1122.74
2014-05-21,1241.02,1257.8,1257.8,1231.87,285974675,1338.76,1278.64,1218.52,36.03,28.84,50.42,2,1396.69,1119.87
2014-05-22,1259.87,1269.51,1287.87,1259.87,437013082,1329.39,1275.31,1221.23,47.59,35.09,72.6,2,1395.54,1118.95
2014-05-23,1269.18,1296.0,1296.84,1262.1,464311046,1323.56,1273.79,1224.01,64.74,44.97,104.26,2,1399.69,1122.28
2014-05-26,1301.87,1320.76,1323.84,1301.87,602538152,1323.86,1273.85,1223.84,75.58,55.18,116.4,2,1404.41,1126.06
2014-05-27,1319.66,1306.28,1319.66,1303.15,455105380,1325.99,1274.57,1223.15,78.54,62.96,109.7,2,1407.74,1128.73
2014-05-28,1306.29,1338.97,1339.03,1306.29,617872184,1336.51,1278.65,1220.8,85.68,70.54,115.97,2,1414.44,1134.1
2014-05-29,1338.3,1314.21,1341.57,1312.42,499724413,1340.6,1281.04,1221.48,83.3,74.79,100.33,2,1421.14,1139.47
2014-05-30,1312.3,1318.13,1323.59,1300.09,454210178,1344.51,1282.78,1221.06,81.75,77.11,91.02,2,1431.31,1147.63
2014-06-03,1317.99,1319.63,1332.78,1317.99,473111891,1346.93,1283.66,1220.39,81.16,78.46,86.57,2,1441.44,1155.75
2014-06-04,1318.33,1321.72,1321.72,1303.36,519090097,1347.71,1283.9,1220.09,79.34,78.76,80.52,2,1449.99,1162.61
2014-06-05,1320.14,1355.48,1356.53,1317.53,699663705,1358.21,1287.17,1216.13,85.86,81.12,95.33,2,1460.84,1171.3
2014-06-06,1354.91,1350.45,1362.98,1340.83,639192567,1366.77,1290.7,1214.63,83.93,82.06,87.67,2,1469.82,1178.51
2014-06-09,1348.77,1326.68,1349.92,1326.63,507600852,1370.22,1294.11,1218.0,70.05,78.06,54.03,2,1473.23,1181.24
2014-06-10,1327.11,1353.87,1356.97,1316.84,625818497,1377.89,1297.89,1217.89,75.2,77.1,71.4,2,1476.9,1184.18
2014-06-11,1350.38,1367.39,1371.25,1348.4,638604763,1387.23,1302.45,1217.66,81.66,78.62,87.74,2,1483.68,1189.62
2014-06-12,1364.41,1363.74,1375.98,1358.08,625262120,1394.76,1306.7,1218.64,82.4,79.88,87.43,2,1486.43,1191.83
2014-06-13,1361.09,1382.73,1386.35,1359.65,678566921,1403.62,1313.14,1222.66,86.81,82.19,96.05,2,1494.04,1197.92
2014-06-16,1384.16,1395.61,1397.63,1384.16,708725072,1409.68,1321.6,1233.51,90.49,84.96,101.56,2,1502.64,1204.82
2014-06-17,1396.38,1377.43,1396.38,1377.4,615589215,1409.19,1329.05,1248.92,85.33,85.08,85.82,0,1509.06,1209.96
2014-06-18,1377.58,1363.99,1384.87,1363.75,536921164,1406.42,1335.02,1263.61,76.34,82.17,64.68,0,1513.75,1213.73
2014-06-19,1363.45,1320.66,1370.31,1310.49,616926321,1400.68,1338.16,1275.65,54.78,73.04,18.27,2,1509.88,1210.63
2014-06-20,1319.11,1333.98,1335.65,1313.14,430684678,1395.49,1341.39,1287.28,45.51,63.86,8.8,2,1508.05,1209.16
2014-06-23,1335.18,1361.28,1366.59,1335.18,518103394,1395.16,1344.65,1294.13,49.77,59.16,30.97,2,1511.9,1212.24
2014-06-24,1360.08,1369.44,1372.16,1359.13,498433494,1397.45,1347.08,1296.72,55.73,58.02,51.15,2,1513.62,1213.63
2014-06-25,1368.66,1358.71,1368.66,1347.82,469108412,1396.65,1349.71,1302.76,55.6,57.21,52.37,2,1512.66,1212.85
2014-06-26,1360.2,1386.27,1391.3,1360.2,621507276,1401.32,1352.07,1302.82,66.05,60.16,77.84,2,1515.16,1214.86
2014-06-27,1388.38,1388.82,1397.97,1382.07,633296404,1404.31,1355.8,1307.29,73.88,64.73,92.18,2,1515.84,1215.4
2014-06-30,1388.47,1404.71,1404.71,1374.3,694985367,1409.86,1360.13,1310.4,82.59,70.68,106.39,2,1516.85,1216.21
2014-07-01,1405.44,1411.74,1415.33,1398.15,671744681,1415.65,1364.74,1313.82,87.25,76.21,109.34,2,1520.66,1219.26
2014-07-02,1413.17,1419.94,1425.3,1402.22,686849105,1421.95,1369.65,1317.34,89.91,80.77,108.18,2,1526.87,1224.24
2014-07-03,1419.81,1422.6,1428.67,1412.16,850008321,1429.67,1373.0,1316.33,91.11,84.22,104.89,2,1538.18,1233.32
2014-07-04,1421.68,1411.64,1423.89,1406.21,731697100,1434.12,1376.06,1318.0,87.05,85.16,90.83,0,1546.8,1240.23
2014-07-07,1411.99,1393.89,1411.99,1381.94,708442157,1433.29,1379.42,1325.56,77.03,82.45,66.18,2,1550.42,1243.13
2014-07-08,1392.35,1410.73,1410.73,1379.49,701632621,1436.44,1382.26,1328.09,75.95,80.28,67.29,2,1555.0,1246.81
2014-07-09,1410.39,1384.58,1418.68,1384.26,807007857,1436.87,1383.12,1329.38,56.94,72.5,25.81,2,1557.88,1249.11
2014-07-10,1384.45,1363.88,1387.89,1362.35,664783295,1436.87,1383.13,1329.4,38.73,61.24,-6.31,2,1555.39,1247.12
2014-07-11,1361.57,1359.34,1372.12,1351.77,597501529,1436.69,1381.96,1327.24,29.1,50.53,-13.76,2,1552.12,1244.49
2014-07-14,1358.17,1367.07,1367.82,1342.56,685012755,1435.25,1380.54,1325.82,28.89,43.31,0.03,2,1547.94,1241.14
2014-07-15,1364.08,1341.27,1366.16,1332.87,687963428,1436.06,1378.73,1321.39,22.18,36.27,-6.0,2,1540.12,1234.87
2014-07-16,1338.92,1318.62,1344.36,1310.86,636569312,1439.27,1376.46,1313.64,17.08,29.87,-8.52,2,1528.87,1225.85
2014-07-17,1315.09,1312.81,1323.24,1304.58,465598956,1440.35,1376.07,1311.78,13.79,24.51,-7.66,1,1516.69,1216.08
2014-07-18,1309.96,1305.92,1321.93,1300.76,425822810,1443.62,1374.66,1305.71,10.65,19.89,-7.83,1,1504.95,1206.67
2014-07-21,1304.72,1306.97,1313.56,1287.24,475145422,1446.82,1371.95,1297.08,12.1,17.3,1.72,1,1495.3,1198.94
2014-07-22,1306.32,1329.35,1330.29,1305.03,522161120,1447.09,1369.94,1292.8,22.02,18.87,28.31,2,1486.27,1191.69
2014-07-23,1330.14,1293.09,1332.36,1287.64,576422884,1450.71,1366.66,1282.61,16.97,18.24,14.45,2,1476.11,1183.55
2014-07-24,1291.49,1271.88,1291.49,1255.69,583696923,1453.97,1360.94,1267.92,16.13,17.53,13.32,2,1465.9,1175.36
2014-07-25,1271.43,1285.77,1288.67,1270.37,425407814,1453.37,1355.79,1258.21,19.83,18.3,22.89,2,1457.74,1168.81
2014-07-28,1289.1,1314.53,1316.04,1286.66,563857047,1447.73,1351.28,1254.83,35.34,23.98,58.06,2,1451.9,1164.14
2014-07-29,1315.75,1331.76,1337.53,1310.84,607913906,1439.93,1347.28,1254.63,54.54,34.17,95.29,2,1450.85,1163.29
2014-07-30,1330.19,1342.74,1345.35,1329.07,564818283,1429.86,1343.42,1256.98,68.72,45.69,114.8,2,1453.53,1165.44
2014-07-31,1342.73,1344.54,1346.22,1334.26,511141605,1417.99,1339.52,1261.05,78.53,56.63,122.32,2,1457.05,1168.26
2014-08-01,1339.98,1325.94,1343.58,1324.19,582799958,1406.52,1335.23,1263.95,78.22,63.83,107.0,2,1459.27,1170.04
2014-08-04,1325.01,1329.82,1331.8,1324.26,445059108,1398.04,1332.03,1266.02,79.44,69.03,100.26,2,1461.81,1172.08
2014-08-05,1330.32,1360.69,1363.12,1321.2,818787842,1386.61,1329.53,1272.45,85.54,74.54,107.55,2,1465.28,1174.87
2014-08-06,1357.53,1365.74,1368.53,1353.95,629738871,1382.54,1328.59,1274.63,89.41,79.49,109.25,2,1473.35,1181.33
2014-08-07,1365.18,1362.03,1381.46,1361.33,631217212,1382.21,1328.49,1274.78,86.11,81.7,94.93,2,1483.36,1189.36
2014-08-08,1368.06,1377.45,1381.44,1368.06,563466587,1385.71,1329.4,1273.09,88.85,84.08,98.38,2,1493.53,1197.52
2014-08-11,1379.47,1397.78,1397.97,1379.47,664496407,1392.68,1330.94,1269.19,92.48,86.88,103.68,2,1502.77,1204.93
2014-08-12,1398.15,1396.44,1402.75,1393.11,621193725,1401.66,1333.69,1265.73,92.41,88.72,99.78,2,1509.95,1210.68
2014-08-13,1396.26,1384.31,1397.1,1370.08,649626000,1407.99,1336.98,1265.96,87.4,88.28,85.64,2,1514.57,1214.38
2014-08-14,1384.72,1380.3,1394.52,1378.95,604657130,1412.85,1340.35,1267.85,82.42,86.33,74.61,2,1518.54,1217.56
2014-08-15,1382.87,1392.45,1392.49,1377.93,624526803,1418.75,1344.68,1270.6,84.07,85.58,81.06,2,1525.92,1223.48
2014-08-18,1394.64,1428.74,1429.0,1394.64,878972841,1431.19,1350.77,1270.35,89.27,86.81,94.18,2,1536.9,1232.29
2014-08-19,1436.42,1436.4,1446.79,1427.06,943267607,1444.03,1356.12,1268.21,88.79,87.47,91.44,2,1545.3,1239.03
2014-08-20,1438.29,1427.4,1438.29,1421.92,690049687,1450.98,1362.84,1274.69,84.32,86.42,80.12,2,1552.15,1244.51
2014-08-21,1428.63,1447.88,1447.91,1421.24,790864022,1456.79,1371.64,1286.48,89.53,87.46,93.68,2,1561.68,1252.15
2014-08-22,1450.1,1461.72,1465.67,1446.04,860614459,1464.64,1380.43,1296.23,91.64,88.85,97.23,2,1571.03,1259.65
2014-08-25,1461.21,1443.81,1461.49,1439.86,798373877,1469.71,1386.9,1304.09,86.81,88.17,84.08,2,1576.14,1263.75
2014-08-26,1440.7,1411.15,1443.6,1406.34,677748993,1470.27,1390.87,1311.47,70.49,82.28,46.92,2,1577.77,1265.06
2014-08-27,1411.76,1420.54,1427.32,1411.76,529596195,1471.94,1394.76,1317.58,63.18,75.91,37.72,2,1581.79,1268.28
2014-08-28,1423.34,1403.8,1424.29,1398.56,533934899,1471.43,1397.72,1324.01,46.42,66.08,7.1,2,1584.4,1270.38
2014-08-29,1400.84,1424.47,1424.47,1400.83,429131983,1469.35,1402.65,1335.94,43.82,58.66,14.13,2,1587.96,1273.23
2014-09-01,1428.37,1452.84,1453.12,1427.93,600888636,1469.96,1408.8,1347.63,56.17,57.83,52.85,2,1590.63,1275.37
2014-09-02,1457.51,1465.03,1465.04,1452.71,789448903,1475.67,1414.01,1352.36,70.46,62.04,87.31,2,1593.81,1277.92
2014-09-03,1468.09,1477.67,1479.83,1461.23,903742005,1483.02,1419.61,1356.2,79.42,67.84,102.6,2,1599.39,1282.39
2014-09-04,1478.33,1495.51,1495.81,1472.89,903336160,1492.1,1426.28,1360.47,86.18,73.95,110.64,2,1604.68,1286.63
2014-09-05,1497.99,1489.84,1498.26,1482.04,775855196,1499.26,1431.9,1364.55,87.97,78.62,106.67,2,1607.8,1289.13
2014-09-09,1492.45,1494.02,1497.42,1479.06,760818238,1507.3,1436.72,1366.13,90.56,82.6,106.48,2,1613.37,1293.6
2014-09-10,1491.41,1504.91,1506.47,1484.71,724151489,1516.1,1442.14,1368.18,93.23,86.14,107.39,2,1623.78,1301.95
2014-09-11,1506.0,1513.01,1532.31,1502.39,993364269,1523.68,1448.57,1373.47,90.59,87.63,96.52,2,1634.04,1310.18
2014-09-12,1512.4,1524.12,1524.33,1506.88,780521805,1530.88,1455.77,1380.65,91.11,88.79,95.76,0,1647.4,1320.89
2014-09-15,1522.57,1526.14,1528.57,1517.3,875535834,1537.63,1462.45,1387.27,91.49,89.69,95.09,0,1658.68,1329.94
2014-09-16,1527.07,1473.13,1529.4,1471.61,1028152741,1538.35,1464.67,1390.99,66.57,81.98,35.75,2,1660.94,1331.74
2014-09-17,1473.52,1479.12,1481.06,1456.5,637539626,1539.55,1466.81,1394.06,54.33,72.77,17.45,2,1662.5,1332.99
2014-09-18,1477.31,1490.79,1492.61,1474.65,577597724,1541.08,1469.98,1398.87,51.3,65.61,22.67,2,1663.96,1334.16
2014-09-19,1492.1,1499.12,1501.39,1486.28,573903270,1543.97,1472.54,1401.11,52.94,61.39,36.04,2,1664.36,1334.48
2014-09-22,1496.96,1483.35,1496.96,1480.18,654780824,1545.02,1473.62,1402.22,47.1,56.62,28.05,2,1663.64,1333.91
2014-09-23,1485.51,1500.99,1502.04,1483.04,586736346,1547.45,1476.48,1405.5,50.96,54.74,43.41,2,1664.41,1334.53
2014-09-24,1501.04,1517.42,1517.42,1497.89,728482215,1548.17,1481.79,1415.41,61.83,57.1,71.29,2,1665.8,1335.64
2014-09-25,1520.1,1508.42,1523.25,1505.65,839569222,1547.18,1486.18,1425.19,64.96,59.72,75.44,2,1665.29,1335.23
2014-09-26,1506.31,1511.36,1512.8,1502.5,658988055,1540.29,1491.56,1442.84,68.39,62.61,79.95,2,1663.87,1334.1
2014-09-29,1515.38,1526.18,1526.36,1515.38,732054504,1536.77,1496.65,1456.53,78.84,68.02,100.48,2,1663.88,1334.1
2014-09-30,1527.26,1540.87,1540.95,1527.26,668556046,1540.29,1501.05,1461.81,85.85,73.97,109.63,2,1671.4,1340.13
2014-10-08,1543.59,1557.57,1557.57,1537.01,745725911,1548.49,1505.68,1462.86,90.57,79.5,112.71,2,1680.1,1347.11
2014-10-09,1562.1,1561.17,1569.06,1541.67,874494012,1557.0,1509.85,1462.71,90.75,83.25,105.76,0,1687.92,1353.37
2014-10-10,1559.93,1554.22,1563.87,1546.22,803767094,1563.19,1512.79,1462.38,88.09,84.86,94.53,0,1694.03,1358.28
2014-10-13,1548.18,1548.33,1548.88,1527.7,750136810,1567.23,1515.71,1464.2,82.35,84.02,78.99,0,1701.24,1364.06
2014-10-14,1546.67,1539.12,1560.06,1532.44,718951058,1569.44,1517.97,1466.5,73.24,80.43,58.86,2,1705.48,1367.45
2014-10-15,1539.35,1545.62,1545.75,1527.19,651067023,1572.46,1520.0,1467.55,70.42,77.09,57.07,2,1708.61,1369.96
2014-10-16,1539.86,1526.56,1551.84,1526.54,699989917,1573.1,1520.68,1468.26,53.89,69.36,22.95,2,1710.62,1371.58
2014-10-17,1527.46,1511.05,1529.55,1488.47,658007939,1572.59,1520.03,1467.46,45.27,61.33,13.14,2,1710.59,1371.55
2014-10-20,1513.42,1532.38,1532.38,1513.42,494938794,1573.12,1520.34,1467.56,48.34,57.0,31.02,2,1711.27,1372.1
2014-10-21,1535.07,1517.48,1537.67,1515.93,589689364,1570.74,1522.56,1474.37,44.22,52.74,27.19,2,1708.68,1370.02
2014-10-22,1518.8,1504.55,1524.8,1503.82,552624439,1568.58,1523.83,1479.08,36.59,47.36,15.06,2,1702.79,1365.3
2014-10-23,1500.55,1477.84,1501.72,1474.04,549928614,1570.14,1523.18,1476.22,25.87,40.19,-2.79,2,1693.54,1357.89
2014-10-24,1478.34,1477.59,1493.53,1473.06,416169486,1572.11,1522.1,1472.09,18.98,33.12,-9.3,1,1685.04,1351.07
2014-10-27,1473.66,1492.01,1492.01,1465.96,532522458,1571.33,1522.54,1473.74,22.76,29.67,8.95,1,1678.79,1346.05
2014-10-28,1495.69,1522.05,1522.05,1495.69,639738619,1571.38,1523.59,1475.8,36.95,32.1,46.65,2,1676.89,1344.53
2014-10-29,1525.98,1530.08,1535.8,1524.08,739521514,1572.0,1524.22,1476.44,54.44,39.54,84.22,2,1675.17,1343.15
2014-10-30,1532.91,1525.77,1539.21,1522.64,637216519,1572.32,1525.09,1477.86,63.51,47.53,95.46,2,1675.08,1343.08
2014-10-31,1527.61,1513.27,1529.55,1502.25,705558419,1572.31,1525.19,1478.06,63.87,52.98,85.65,2,1675.33,1343.28
2014-11-03,1513.25,1529.89,1529.9,1513.2,596847502,1572.54,1525.37,1478.2,71.67,59.21,96.6,2,1675.05,1343.06
2014-11-04,1531.82,1516.4,1538.18,1514.47,634171041,1570.91,1524.15,1477.38,70.73,63.05,86.1,2,1674.93,1342.96
2014-11-05,1514.77,1512.49,1517.02,1505.98,550905810,1566.28,1521.89,1477.51,68.33,64.81,75.37,2,1675.81,1343.67
2014-11-06,1513.72,1532.52,1532.87,1510.78,579330990,1561.4,1520.46,1479.52,75.84,68.49,90.55,2,1681.88,1348.53
2014-11-07,1535.49,1522.63,1543.72,1517.29,768774289,1556.82,1518.88,1480.95,69.26,68.74,70.29,2,1686.88,1352.54
2014-11-10,1525.2,1514.82,1526.38,1506.8,610576079,1552.67,1517.21,1481.74,56.28,64.59,39.65,2,1689.41,1354.57
2014-11-11,1513.53,1461.51,1514.37,1452.03,782225809,1554.82,1513.33,1471.83,40.96,56.71,9.46,2,1682.69,1349.18
2014-11-12,1457.24,1475.75,1476.03,1455.09,465755639,1551.63,1509.83,1468.04,35.93,49.79,8.22,2,1676.66,1344.35
2014-11-13,1473.74,1442.86,1473.74,1434.27,661101052,1555.83,1505.65,1455.47,26.57,42.05,-4.38,2,1667.46,1336.97
2014-11-14,1438.97,1441.21,1449.1,1435.5,442486637,1559.55,1502.15,1444.76,19.83,34.64,-9.8,2,1659.46,1330.56
